,query,nfr,nfr_id
440,website shall offensive religious ethnic group,look and feel,1
555,interface shall appealing caller supervisor interface usability survey 80 beta tester must report interface appealing,look and feel,1
384,website shall attractive audience website shall appear fun color bright vibrant,look and feel,1
579,system shall displayable work computer ccr user may system interface shall formatted display 800 600 pixel resolution,look and feel,1
441,website appeal african nigerian,look and feel,1
441,website appeal african nigerian,look and feel,1
440,website shall offensive religious ethnic group,look and feel,1
1,application shall match color schema set forth department homeland security,look and feel,1
580,system interface use ccr nomenclature system must use nomenclature used existing wcs system report,look and feel,1
622,intranet page display appropriately resolution 800x600 higher display page correct 95 resolution prior implementation remaining 5 corrected within week notification incorrect display,look and feel,1
210,appearance product shall appear professional,look and feel,1
1,application shall match color schema set forth department homeland security,look and feel,1
494,shot marked miss product shall simulate sound shot missing target,look and feel,1
581,interface must summarize data fashion appealing ccr management every report type must least one high level summary shown result dashboard interface,look and feel,1
29,user interface shall standard menu button navigation,look and feel,1
30,system shall professional appearance,look and feel,1
580,system interface use ccr nomenclature system must use nomenclature used existing wcs system report,look and feel,1
297,product shall expected operate least 5 year customer installation,scalability,8
682,payroll system shall scalable support unlimited growth number employee,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
80,system shall able handle user request usage business hour,scalability,8
590,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,scalability,8
680,effort needed administer payroll system measured hour per month system administrator time shall increase increase number employee,scalability,8
681,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
682,payroll system shall scalable support unlimited growth number employee,scalability,8
589,wcs system shall ability connect designated wcs database currently included system,scalability,8
682,payroll system shall scalable support unlimited growth number employee,scalability,8
590,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,scalability,8
679,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
296,product shall able process 10 000 transaction per hour within two year launch number increase 20 000 release 2,scalability,8
297,product shall expected operate least 5 year customer installation,scalability,8
80,system shall able handle user request usage business hour,scalability,8
320,language product shall accommodate target market country 90 survey respondent target market country find language product acceptable,scalability,8
296,product shall able process 10 000 transaction per hour within two year launch number increase 20 000 release 2,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
658,effort needed administer payroll system measured hour per month system administrator time shall increase increase number employee,scalability,8
589,wcs system shall ability connect designated wcs database currently included system,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
679,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
81,system shall cater 10 simultaneous user 9am 5pm,scalability,8
296,product shall able process 10 000 transaction per hour within two year launch number increase 20 000 release 2,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
409,website shall capable supporting 100 000 customer,scalability,8
590,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,scalability,8
658,effort needed administer payroll system measured hour per month system administrator time shall increase increase number employee,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
223,average number recycled part record per day shall 50 000,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
658,effort needed administer payroll system measured hour per month system administrator time shall increase increase number employee,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
681,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
407,streaming server support maximum 700 movie new server added support movie,scalability,8
81,system shall cater 10 simultaneous user 9am 5pm,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
680,effort needed administer payroll system measured hour per month system administrator time shall increase increase number employee,scalability,8
657,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
682,payroll system shall scalable support unlimited growth number employee,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
662,claim system shall support assigned adjustor following catastrophic event,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
681,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
320,language product shall accommodate target market country 90 survey respondent target market country find language product acceptable,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
297,product shall expected operate least 5 year customer installation,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
657,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
589,wcs system shall ability connect designated wcs database currently included system,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
295,product shall capable handling 1 000 concurrent request number increase 2 000 release 2 concurrency capacity must able handle peak scheduling time early morning late afternoon hour,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
590,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,scalability,8
409,website shall capable supporting 100 000 customer,scalability,8
295,product shall capable handling 1 000 concurrent request number increase 2 000 release 2 concurrency capacity must able handle peak scheduling time early morning late afternoon hour,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
681,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
81,system shall cater 10 simultaneous user 9am 5pm,scalability,8
659,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
679,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
80,system shall able handle user request usage business hour,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
407,streaming server support maximum 700 movie new server added support movie,scalability,8
223,average number recycled part record per day shall 50 000,scalability,8
222,product shall able handle 1500 simultaneous user system shall perform 1500 user time,scalability,8
295,product shall capable handling 1 000 concurrent request number increase 2 000 release 2 concurrency capacity must able handle peak scheduling time early morning late afternoon hour,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
657,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
407,streaming server support maximum 700 movie new server added support movie,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
82,system shall capable processing 100 nursing student class next 10 year,scalability,8
296,product shall able process 10 000 transaction per hour within two year launch number increase 20 000 release 2,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
663,account management system shall support unlimited customer account transaction relationship,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
682,payroll system shall scalable support unlimited growth number employee,scalability,8
224,product shall able handle 10 000 concurrent user within 2 year initial launch,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
660,payroll system shall scalable support unlimited growth number employee,scalability,8
320,language product shall accommodate target market country 90 survey respondent target market country find language product acceptable,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
589,wcs system shall ability connect designated wcs database currently included system,scalability,8
407,streaming server support maximum 700 movie new server added support movie,scalability,8
681,business rule repository shall scalable manage unrestricted number additional rule,scalability,8
80,system shall able handle user request usage business hour,scalability,8
683,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
661,travel reservation system shall scalable accommodate use unlimited number agency office worldwide,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
590,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,scalability,8
569,product shall able process transaction product shall process minimum 1 million transaction per year,scalability,8
407,streaming server support maximum 700 movie new server added support movie,scalability,8
296,product shall able process 10 000 transaction per hour within two year launch number increase 20 000 release 2,scalability,8
320,language product shall accommodate target market country 90 survey respondent target market country find language product acceptable,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
664,transaction authorization system shall scale potential hourly spike 1 000 authorization request peak holiday shopping,scalability,8
406,streaming server support 50 simultaneous streaming connection,scalability,8
81,system shall cater 10 simultaneous user 9am 5pm,scalability,8
657,elapsed duration time required produce statement report showing information transaction shall based upon much data presented rather total quantity stored data,scalability,8
408,server support maximum 1 000 simultaneous user,scalability,8
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
574,product shall operate every platform product shall accommodate new technology without change architecture,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
652,maintenance developer shall able modify existing statement conform revised regulation federal government 24 labor hour le development testing effort,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
307,product must highly configurable use various database management system end user 80 end user able integrate new database management system product without changing product software code,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
612,new system version release shall released beginning nfl season,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
652,maintenance developer shall able modify existing statement conform revised regulation federal government 24 labor hour le development testing effort,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
418,promotional update website take day update,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
652,maintenance developer shall able modify existing statement conform revised regulation federal government 24 labor hour le development testing effort,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
594,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,maintainability,11
307,product must highly configurable use various database management system end user 80 end user able integrate new database management system product without changing product software code,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
656,system shall shut maintenance 24 hour period,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
574,product shall operate every platform product shall accommodate new technology without change architecture,maintainability,11
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
550,product shall internet browser independent product must run using internet explorer netscape navigator,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
612,new system version release shall released beginning nfl season,maintainability,11
550,product shall internet browser independent product must run using internet explorer netscape navigator,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
307,product must highly configurable use various database management system end user 80 end user able integrate new database management system product without changing product software code,maintainability,11
653,new consumer type code must able added product within 12 business hour,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
594,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,maintainability,11
418,promotional update website take day update,maintainability,11
410,product shall expected operate within maximum maintenance budget minimum 2 year,maintainability,11
550,product shall internet browser independent product must run using internet explorer netscape navigator,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
594,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
308,maintenance release offered customer year release shall take longer 5 minute 80 customer base install,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
473,washing parameter updated scheduled maintenance hour,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
654,system must maintain service log system start must check system service due scheduled service session carried within 5 calendar day scheduled date system discontinue operation,maintainability,11
574,product shall operate every platform product shall accommodate new technology without change architecture,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
594,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
655,development programmer least one year experience supporting software application shall able add new product feature including source code modification testing one week labor,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
594,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
574,product shall operate every platform product shall accommodate new technology without change architecture,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
593,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,maintainability,11
307,product must highly configurable use various database management system end user 80 end user able integrate new database management system product without changing product software code,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
611,application update shall occur 3am 6 cst wednesday morning middle nfl season,maintainability,11
572,product shall continue operate upgrade change new resource addition product shall able continue operate interruption service due new resource addition,maintainability,11
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
418,promotional update website take day update,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
656,system shall shut maintenance 24 hour period,maintainability,11
310,customer shall able easily integrate new building map product throughout product lifecycle integration new map product shall possible little support product support staff,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
653,new consumer type code must able added product within 12 business hour,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
612,new system version release shall released beginning nfl season,maintainability,11
652,maintenance developer shall able modify existing statement conform revised regulation federal government 24 labor hour le development testing effort,maintainability,11
617,change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,maintainability,11
652,maintenance developer shall able modify existing statement conform revised regulation federal government 24 labor hour le development testing effort,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
651,application development process must regression test procedure allows complete testing within 2 business day,maintainability,11
654,system must maintain service log system start must check system service due scheduled service session carried within 5 calendar day scheduled date system discontinue operation,maintainability,11
612,new system version release shall released beginning nfl season,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
574,product shall operate every platform product shall accommodate new technology without change architecture,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
306,product must designed using design pattern coding best practice 90 maintenance software developer able integrate new functionality product 2 working day,maintainability,11
650,customer service call center shall analyze 95 problem report within 2 hour item classified urgent shall repaired within 3 business day 98 reported case,maintainability,11
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
618,new branch complex district region revenue expense account added bdw must reflected rf system 100 entity mentioned available october month end loaded rf system prior budget start process,maintainability,11
573,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,maintainability,11
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
47,100 saved user preference shall restored system come back online,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
47,100 saved user preference shall restored system come back online,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
318,product dependent database filesystems shall remain operational result input malicious data product dependent database filesystems shall crash 100 time malicious data input product,fault tolerance,6
47,100 saved user preference shall restored system come back online,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
46,product shall retain user preference event failure,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
405,website shall continue operate payment gateway go,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
568,product shall robust fault tolerance product shall fault tolerance using recovery technique compensatory transaction routing around failure,fault tolerance,6
46,product shall retain user preference event failure,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
405,website shall continue operate payment gateway go,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
405,website shall continue operate payment gateway go,fault tolerance,6
45,product shall allow user view previously downloaded search result cma report appointment,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
44,product shall operate offline mode whenever internet connection unavailable,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
318,product dependent database filesystems shall remain operational result input malicious data product dependent database filesystems shall crash 100 time malicious data input product,fault tolerance,6
294,product shall create exception log problem encountered within product transmission company analysis resolution,fault tolerance,6
405,website shall continue operate payment gateway go,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
46,product shall retain user preference event failure,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
46,product shall retain user preference event failure,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
567,product shall robust product shall fault avoidance based standard adoption,fault tolerance,6
404,website shall continue operate streaming server go,fault tolerance,6
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
444,website comply w3c standard,legal,10
445,php code comply pear standard,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
443,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
443,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
237,product must comply sarbanes oxley,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
175,business rule specified dispute system shall compliance guideline regulation e regulation z,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
444,website comply w3c standard,legal,10
237,product must comply sarbanes oxley,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
444,website comply w3c standard,legal,10
443,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
175,business rule specified dispute system shall compliance guideline regulation e regulation z,legal,10
237,product must comply sarbanes oxley,legal,10
177,action modify existing dispute case must recorded case history,legal,10
175,business rule specified dispute system shall compliance guideline regulation e regulation z,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
445,php code comply pear standard,legal,10
237,product must comply sarbanes oxley,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
445,php code comply pear standard,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
444,website comply w3c standard,legal,10
174,dispute application must conform legal requirement specified regulation e regulation z govern credit card dispute processing,legal,10
237,product must comply sarbanes oxley,legal,10
238,product shall comply estimatics law relating recycled part usage,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
444,website comply w3c standard,legal,10
445,php code comply pear standard,legal,10
443,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
356,system shall meet applicable accounting standard final version system must successfully pa independent audit performed certified auditor,legal,10
174,dispute application must conform legal requirement specified regulation e regulation z govern credit card dispute processing,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
237,product must comply sarbanes oxley,legal,10
238,product shall comply estimatics law relating recycled part usage,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
444,website comply w3c standard,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
238,product shall comply estimatics law relating recycled part usage,legal,10
444,website comply w3c standard,legal,10
445,php code comply pear standard,legal,10
173,business rule specified dispute system shall compliance merchant operating regulation,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
443,izognmovies shall meet licensing requirement set forth appropriate organization order stream african movie,legal,10
172,dispute application must conform legal requirement specified merchant operating regulation,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
445,php code comply pear standard,legal,10
177,action modify existing dispute case must recorded case history,legal,10
176,dispute application must maintain detailed history every action user take dispute case ensures complete audit trail question arise later regard particular dispute case,legal,10
238,product shall comply estimatics law relating recycled part usage,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
239,product shall comply insurance regulation regarding claim processing,legal,10
174,dispute application must conform legal requirement specified regulation e regulation z govern credit card dispute processing,legal,10
445,php code comply pear standard,legal,10
237,product must comply sarbanes oxley,legal,10
